#score	occ	co	cco	dCDF
-36.9	35483	1478053	19663125	0.930087
-36.8	36061	1514114	19627064	0.928381
-36.7	36390	1550504	19590674	0.92666
-36.6	37968	1588472	19552706	0.924864
-36.5	36586	1625058	19516120	0.923133
-36.4	37219	1662277	19478901	0.921373
-36.3	36736	1699013	19442165	0.919635
-36.2	37086	1736099	19405079	0.917881
-36.1	37925	1774024	19367154	0.916087
-36	37142	1811166	19330012	0.91433
-35.9	37077	1848243	19292935	0.912576
-35.8	38356	1886599	19254579	0.910762
-35.7	39022	1925621	19215557	0.908916
-35.6	38777	1964398	19176780	0.907082
-35.5	42141	2006539	19134639	0.905089
-35.4	40746	2047285	19093893	0.903161
-35.3	42452	2089737	19051441	0.901153
-35.2	42930	2132667	19008511	0.899123
-35.1	44512	2177179	18963999	0.897017
-35	44751	2221930	18919248	0.8949
-34.9	45607	2267537	18873641	0.892743
-34.8	44863	2312400	18828778	0.890621
-34.7	45945	2358345	18782833	0.888448
-34.6	47167	2405512	18735666	0.886217
-34.5	47857	2453369	18687809	0.883953
-34.4	47740	2501109	18640069	0.881695
-34.3	48680	2549789	18591389	0.879392
-34.2	49871	2599660	18541518	0.877033
-34.1	50928	2650588	18490590	0.874624
-34	50884	2701472	18439706	0.872218
-33.9	51248	2752720	18388458	0.869793
-33.8	50881	2803601	18337577	0.867387
-33.7	52546	2856147	18285031	0.864901
-33.6	53585	2909732	18231446	0.862367
-33.5	52455	2962187	18178991	0.859885
-33.4	53684	3015871	18125307	0.857346
-33.3	53562	3069433	18071745	0.854813
-33.2	53144	3122577	18018601	0.852299
-33.1	54183	3176760	17964418	0.849736
-33	54299	3231059	17910119	0.847168
-32.9	55945	3287004	17854174	0.844521
-32.8	56266	3343270	17797908	0.84186
-32.7	57700	3400970	17740208	0.839131
-32.6	56625	3457595	17683583	0.836452
-32.5	57605	3515200	17625978	0.833727
-32.4	58861	3574061	17567117	0.830943
-32.3	60332	3634393	17506785	0.828089
-32.2	60209	3694602	17446576	0.825241
-32.1	60501	3755103	17386075	0.82238
-32	61034	3816137	17325041	0.819493
-31.9	61724	3877861	17263317	0.816573
