#weight	occ	cum	dcum	dCDF
9.4	180	42281687	849	2.00793e-05
9.5	42	42281729	669	1.58222e-05
9.6	91	42281820	627	1.48289e-05
9.7	62	42281882	536	1.26767e-05
9.8	21	42281903	474	1.12103e-05
9.9	83	42281986	453	1.07137e-05
10	73	42282059	370	8.75069e-06
10.1	48	42282107	297	7.02421e-06
10.2	71	42282178	249	5.88898e-06
10.3	46	42282224	178	4.20979e-06
10.4	19	42282243	132	3.12187e-06
10.5	52	42282295	113	2.67251e-06
10.6	10	42282305	61	1.44268e-06
10.7	11	42282316	51	1.20618e-06
10.8	4	42282320	40	9.46021e-07
10.9	5	42282325	36	8.51419e-07
11	1	42282326	31	7.33166e-07
11.1	11	42282337	30	7.09516e-07
11.2	14	42282351	19	4.4936e-07
11.3	0	42282351	5	1.18253e-07
11.4	3	42282354	5	1.18253e-07
11.5	0	42282354	2	4.73011e-08
11.6	0	42282354	2	4.73011e-08
11.7	0	42282354	2	4.73011e-08
11.8	0	42282354	2	4.73011e-08
11.9	0	42282354	2	4.73011e-08
12	0	42282354	2	4.73011e-08
12.1	2	42282356	2	4.73011e-08
