#score	occ	co	cco	dCDF
-10	29402	19656432	1484746	0.0702301
-9.9	27210	19683642	1457536	0.068943
-9.8	27474	19711116	1430062	0.0676434
-9.7	28245	19739361	1401817	0.0663074
-9.6	28485	19767846	1373332	0.0649601
-9.5	28623	19796469	1344709	0.0636062
-9.4	28588	19825057	1316121	0.0622539
-9.3	29076	19854133	1287045	0.0608786
-9.2	28045	19882178	1259000	0.059552
-9.1	27850	19910028	1231150	0.0582347
-9	26315	19936343	1204835	0.05699
-8.9	27236	19963579	1177599	0.0557017
-8.8	28651	19992230	1148948	0.0543465
-8.7	26858	20019088	1122090	0.053076
-8.6	26637	20045725	1095453	0.0518161
-8.5	26505	20072230	1068948	0.0505624
-8.4	25401	20097631	1043547	0.0493609
-8.3	25707	20123338	1017840	0.0481449
-8.2	52575	20175913	965265	0.0456581
-8.1	26785	20202698	938480	0.0443911
-8	25622	20228320	912858	0.0431791
-7.9	25447	20253767	887411	0.0419755
-7.8	25219	20278986	862192	0.0407826
-7.7	23184	20302170	839008	0.039686
-7.6	24163	20326333	814845	0.038543
-7.5	24448	20350781	790397	0.0373866
-7.4	22106	20372887	768291	0.036341
-7.3	21996	20394883	746295	0.0353005
-7.2	19791	20414674	726504	0.0343644
-7.1	19814	20434488	706690	0.0334272
-7	21469	20455957	685221	0.0324117
-6.9	19100	20475057	666121	0.0315082
-6.8	20100	20495157	646021	0.0305575
-6.7	18825	20513982	627196	0.029667
-6.6	17368	20531350	609828	0.0288455
-6.5	16696	20548046	593132	0.0280558
-6.4	15356	20563402	577776	0.0273294
-6.3	16058	20579460	561718	0.0265699
-6.2	14426	20593886	547292	0.0258875
-6.1	14391	20608277	532901	0.0252068
-6	14665	20622942	518236	0.0245131
-5.9	13667	20636609	504569	0.0238666
-5.8	11857	20648466	492712	0.0233058
-5.7	12666	20661132	480046	0.0227067
-5.6	12463	20673595	467583	0.0221172
-5.5	12378	20685973	455205	0.0215317
-5.4	12336	20698309	442869	0.0209482
-5.3	10864	20709173	432005	0.0204343
-5.2	10703	20719876	421302	0.019928
-5.1	9573	20729449	411729	0.0194752
-5	9442	20738891	402287	0.0190286
-4.9	8886	20747777	393401	0.0186083
-4.8	8268	20756045	385133	0.0182172
-4.7	8312	20764357	376821	0.017824
-4.6	7429	20771786	369392	0.0174726
-4.5	8220	20780006	361172	0.0170838
-4.4	7367	20787373	353805	0.0167353
-4.3	7182	20794555	346623	0.0163956
-4.2	7268	20801823	339355	0.0160518
-4.1	7156	20808979	332199	0.0157134
-4	6852	20815831	325347	0.0153893
-3.9	5812	20821643	319535	0.0151143
-3.8	6219	20827862	313316	0.0148202
-3.7	6113	20833975	307203	0.014531
-3.6	6439	20840414	300764	0.0142265
-3.5	5931	20846345	294833	0.0139459
-3.4	6089	20852434	288744	0.0136579
-3.3	6306	20858740	282438	0.0133596
-3.2	5909	20864649	276529	0.0130801
-3.1	6139	20870788	270390	0.0127897
-3	6148	20876936	264242	0.0124989
-2.9	6034	20882970	258208	0.0122135
-2.8	6498	20889468	251710	0.0119061
-2.7	6457	20895925	245253	0.0116007
-2.6	6047	20901972	239206	0.0113147
-2.5	5554	20907526	233652	0.011052
-2.4	5886	20913412	227766	0.0107736
-2.3	6233	20919645	221533	0.0104787
-2.2	6092	20925737	215441	0.0101906
-2.1	5986	20931723	209455	0.00990744
-2	5924	20937647	203531	0.00962723
-1.9	5707	20943354	197824	0.00935728
-1.8	5604	20948958	192220	0.00909221
